10,1054.720374,0.97555,2438.875
20,1047.158497,0.845807315,2114.518287
30,1096.364184,0.853489327,2133.723317
40,1193.346284,0.611109113,1527.772782
50,1568.236729,0.454745763,1136.864407
60,1608.076413,0.441122525,1102.806314
70,1754.145567,0.511834735,1279.586836
80,1997.795029,0.442164993,1105.412484
90,1941.444491,0.45,1125
100,2017.69155,0.478983051,1197.457627
200,2437.408403,,198.6202197
