"Topology","p2p"
"Transport","UDP"
"Responce heuristic","always"
"Packet Dropping","true"
,"Markov dropping","false"
,"Connection lose rate","0.08"
,"Reconnect rate","0.4"
,"Packet drop rate (if not markov)","0.4"
"Devices","3"
"This device:","1"
"Sent","11196"
"Received","700416"
"Requests sent","30"
"Requests received","49"
"Requests responded to","49"
"Packets dropped","986"
"Generation time"
"1928","2932","3943","4958","5964","6978","7992","9007","10018","11032","12035","13048","14059","15074","16105","17109","18119","19133","20174","21180","22193","23209","24220","25230","26241","27251","28263","29276","30295","31307","32318","33339","34350","35360","36372","37388","38399","39409","40427","41436","42446","43459","44472","45483","46495","47515","48518","49530","50544","51557","52575","53608","54619","55640","56657","57671","58675","59691","60706","61717","62728","63731","64747","65757","66760","67776","68790","69806","70821","71833","72849","73864","74878","75894","76913","77929","78956","79960","80974","81998","83015","84030","85048","86067","87080","88083","89086","90091","91122","92136","93176","94202","95206","96227","97243","98268","99290","100328","101346","102374","103390","104415","105447","106471","107483","108501","109535","110549","111563","112598","113634","114665","115684","116702","117742","118757","119773","120804","121835","122855","123869","124897","125912","126925","127935","128957","129974","131006","132047","133050","134065","135087","136108","137131","138157","139178","140197","141211","142237","143251","144260","145269","146283","147307","148328","149346","150386","151426","152448","153467","154487","155507","156527","157547","158575","159582","160628","161647","162668","163695","164727","165748","166767","167787","168817","169855","170880","171916","172932","173965","175000","176004","177027","178066","179081","180115","181146","182166","183176","184207","185235","186243","187288","188351","189377","190395","191404","192427","193458","194476","195505","196512","197537","198567","199575","200598","201627","202634","203658","204676","205697","206725","207733","208747","209796","210845","211854","212895","213899","214928","215957","216993","217997","219027","220045","221077","222093","223127","224156","225186","226237","227246","228256","229287","230312","231337","232355","233395","234403","235427","236445","237477","238505","239537","240557","241579","242598","243619","244639","245667","246685","247694","248717","249736","250768","251789","252806","253837","254855","255888","256906","257936","258948","259965","260973","261997","263016","264025","265051","266098","267118","268145","269164","270197","271218","272237","273256","274287","275306","276337","277356","278376","279395","280422","281427","282435","283467","284486","285517","286545","287553","288587","289607","290626","291658","292676","293708","294737","295756","296774","297807","298827","299846","300865","301874","302907","303935","304955","305985","307005","308025","309045","310075","311095","312156","313165","314202","315207","316234","317245","318275","319286","320305","321336","322366","323380","324407","325425","326447","327455","328495","329535","330544","331577","332605","333621","334655","335669","336697","337718","338738","339765","340791","341825","342829","343845","344903","345937","346957","347976","348997","350027","351056","352065","353097","354120","355147","356177","357281","358307","359328","360347","361356","362377","363399","364419","365454","366476","367496","368517","369537","370558","371587","372607","373630","374652","375687","376717","377745","378755","379796","380819","381855","382867","383889","384910","385937","386976","387995","389016","390041","391068","392089","393129","394149","395157","396163","397197","398217","399237","400257","401311","402347","403368","404396","405406","406427","407448","408477","409506","410536","411567","412589","413618","414640","415670","416745","417799","418833","419868","420899","421920","422959","423990","425028","426068","427091","428118","429140","430177","431206","432216","433238","434285","435307","436328","437337","438347","439369","440398","441419","442443","443465","444491","445526","446537","447575","448645","449663","450677","451704","452714","453725","454748","455758","456777","457795","458804","459828","460849","461864","462897","463919","464928","465950","466962","467994","469016","470042","471077","472145","473225","474255","475260","476283","477307","478329","479377","480406","481467","482497","483519","484555","485564","486586","487608","488638","489670","490795","491866","492895","493922","494957","495997","497019","498055","499079","500108","501147","502177","503203","504226","505258","506298","507317","508348","509372","510408","511435","512486","513580","514616","515632","516645","517674","518702","519715","520756","521791","522802","523827","524835","525862","526888","527917","528947","529967","531031","532056","533075","534080","535102","536128","537151","538187","539226","540250","541287","542308","543341","544368","545391","546414","547438","548444","549477","550501","551524","552550","553574","554597","555625","556649","557684","558709","559755","560772","561797","562837","563861","564895","565953","566986","568058","569081","570104","571128","572165","573192","574216","575247","576271","577294","578317","579342","580351","581375","582384","583408","584431","585465","586506","587524","588549","589593","590650","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Device 0"
"20130","20144","3118","4123","5144","20166","7173","8181","9185","20170","20180","20181","13222","20183","20184","20185","17266","40088","40108","21342","21359","22309","23700","25135","25337","26339","40113","40137","29353","30370","31408","40144","33438","34437","40147","36453","40150","38466","39879","41723","41729","60167","60196","44623","45637","46642","47654","48993","50325","50938","52370","54419","60209","60214","60229","56854","58313","58890","59890","100297","100303","63020","100306","65686","100326","67528","68970","140245","70396","71217","72002","73262","74008","100332","100334","140253","100349","140255","140257","82274","82282","100351","84134","85147","86158","87232","88622","100373","91121","91179","100385","100387","94211","95253","96274","97369","98290","99319","101318","101334","102549","103368","104537","105415","140259","108078","108488","140267","110679","140276","140290","140292","114633","140294","140300","117702","140303","119895","121799","121816","140325","140345","124668","126041","140371","127741","128762","129788","130995","131629","132655","140373","135618","140375","140381","138183","160224","160250","142117","142129","160281","143917","160283","145967","146784","160285","149141","149961","150887","160291","152929","160293","160303","156103","156924","157947","158970","160237","180277","180280","163068","164308","180308","180341","168007","180343","180355","180350","171258","172692","180358","174105","175076","176169","177096","178163","240235","180293","181910","240240","240243","184229","240250","240252","187235","240255","189281","240296","191577","240350","193482","194259","240353","240364","240367","198500","199317","240371","240374","202377","240386","240402","240404","206487","207511","209149","209777","240411","211953","212851","214001","240413","215702","216931","217747","240424","219799","222250","222264","222868","224127","225140","280241","227071","228442","229464","229937","231462","231984","233009","234034","240427","236078","237105","237977","239150","280256","280286","280335","243649","280339","280341","280344","280360","248162","280363","250211","280373","252916","253281","254172","255331","256356","280397","280400","259427","280402","261680","262908","280405","264547","265571","280420","280436","268439","269333","270358","271351","280457","280459","274445","275471","276629","280462","279495","300291","300326","300309","300357","283621","300360","300363","286692","300371","288718","290353","300374","300386","293432","300389","294899","295882","297518","297830","300392","300018","301899","301947","303460","303886","320363","305917","340294","308580","309007","310832","311080","312307","314125","314149","320377","316158","317181","318206","340301","321278","321293","322301","323468","381509","325373","340336","340398","328588","329282","340401","381536","381590","333362","334590","335702","336433","340408","338482","339710","341730","341744","342577","381593","344625","345648","381608","348158","348732","349746","351270","381611","352817","381614","354863","356141","356952","357938","358961","361225","367970","367986","381636","370021","381664","372270","381668","373953","375343","376920","376924","400360","400394","400397","381488","400401","383332","400404","385056","386879","400426","397256","398691","460469","423084","434309","460556","436170","437196","460662","460667","460670","441190","460730","443266","444260","445304","460733","460632","448229","460749","450406","451430","452450","460636","454502","455544","456547","460754","459642","459665","460518","461873","463039","463716","465090","465763","480419","467609","480463","469654","470678","480471","480475","473749","480487","480496","480548","477847","479897","479915","500458","500462","500387","500593","484824","486246","487269","500597","489523","489872","490893","500601","493044","493959","494978","496217","500605","498121","500156","500214","520449","520522","503386","504248","505279","506314","507338","520526","520530","520534","511266","512458","520556","514527","515532","516556","518734","519628","519647","520434","560499","560556","523724","524748","560560","526999","527592","528641","529665","530891","531918","533761","533780","534783","560565","536832","537783","540457","540462","560586","541949","560651","543997","545022","546442","560659","548096","560664","550144","560683","552193","560751","560759","560773","560778","557312","559360","559379","560382","580437","562432","563456","564480","566079","566938","580459","568576","580463","570621","571648","580478","580483","0","577999","580046","581069","583117","583137","0","585368","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Device 1"
"1928","2933","3943","4958","5964","6978","7992","9007","10019","11032","12035","13048","14060","15074","16105","17109","18119","19133","20174","21181","22193","23209","24221","25231","26241","27251","28264","29277","30296","31307","32318","33340","34350","35360","36373","37388","38399","39409","40427","41437","42446","43459","44472","45483","46496","47516","48519","49531","50544","51557","52576","53608","54619","55640","56658","57671","58675","59691","60706","61717","62728","63731","64747","65757","66760","67776","68791","69806","70821","71834","72849","73864","74879","75895","76913","77930","78957","79960","80974","81998","83015","84030","85049","86067","87080","88083","89086","90091","91122","92136","93176","94202","95206","96227","97243","98268","99290","100328","101346","102375","103390","104415","105447","106471","107483","108501","109536","110549","111563","112599","113634","114666","115684","116702","117743","118757","119773","120804","121836","122856","123869","124898","125912","126925","127935","128958","129974","131007","132047","133050","134065","135087","136108","137131","138157","139178","140198","141211","142237","143251","144260","145270","146283","147307","148328","149346","150387","151426","152449","153467","154487","155508","156527","157547","158575","159582","160628","161647","162668","163696","164727","165748","166767","167788","168817","169856","170880","171916","172932","173966","175000","176004","177027","178066","179081","180116","181147","182167","183177","184207","185235","186244","187288","188352","189377","190396","191404","192428","193458","194476","195505","196513","197538","198567","199575","200598","201627","202635","203658","204676","205697","206726","207733","208748","209797","210846","211854","212895","213900","214928","215957","216993","217997","219027","220045","221077","222094","223127","224156","225186","226238","227247","228256","229288","230312","231338","232356","233395","234403","235427","236445","237477","238506","239538","240557","241579","242598","243619","244639","245667","246685","247694","248717","249736","250769","251789","252806","253837","254855","255888","256906","257936","258949","259965","260974","261998","263016","264025","265051","266098","267118","268146","269165","270197","271218","272237","273256","274287","275306","276337","277357","278376","279396","280422","281427","282435","283467","284486","285517","286546","287553","288588","289607","290626","291658","292676","293708","294737","295756","296775","297808","298828","299846","300865","301874","302907","303935","304955","305985","307005","308025","309045","310075","311096","312156","313165","314202","315207","316234","317245","318275","319286","320305","321336","322366","323380","324407","325425","326447","327455","328495","329536","330544","331577","332605","333621","334655","335670","336698","337718","338738","339765","340791","341825","342829","343846","344903","345938","346957","347976","348997","350028","351056","352065","353097","354120","355147","356178","357281","358308","359328","360347","361356","362377","363399","364420","365454","366476","367497","368517","369537","370558","371587","372608","373630","374652","375687","376717","377745","378755","379796","380820","381855","382867","383889","384910","385938","386976","387995","389016","390041","391069","392089","393129","394149","395157","396163","397197","398218","399237","400257","401311","402348","403369","404397","405406","406427","407449","408477","409506","410537","411567","412590","413618","414640","415671","416746","417800","418834","419868","420899","421920","422960","423990","425029","426068","427091","428118","429140","430177","431206","432216","433238","434285","435307","436328","437337","438347","439369","440398","441420","442444","443465","444491","445527","446537","447576","448645","449663","450677","451704","452715","453725","454748","455758","456777","457796","458804","459828","460849","461864","462897","463919","464929","465950","466962","467994","469017","470042","471077","472146","473226","474255","475261","476283","477307","478330","479377","480406","481467","482497","483519","484556","485564","486586","487609","488638","489670","490796","491867","492896","493922","494957","495997","497020","498055","499079","500108","501147","502177","503203","504226","505258","506298","507317","508348","509372","510408","511435","512486","513581","514616","515633","516645","517674","518702","519715","520756","521791","522803","523827","524835","525863","526888","527918","528947","529967","531031","532056","533075","534080","535102","536128","537151","538187","539227","540250","541287","542308","543342","544368","545391","546415","547438","548444","549477","550501","551524","552550","553574","554597","555625","556649","557684","558709","559756","560772","561797","562837","563861","564895","565953","566986","568059","569081","570104","571128","572166","573192","574216","575247","576271","577294","578318","579342","580351","581375","582385","583408","584432","585465","586506","587524","588549","589593","590650","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Device 2"
"40159","40161","4859","20196","40162","7931","40164","40166","40174","20197","13868","14277","15158","40176","40178","40179","100389","40184","40191","40193","23734","100391","100405","100417","28001","29024","30049","31073","32097","33121","40194","35169","36193","100419","100421","60231","100423","100425","60233","43774","44782","60235","47048","48277","100438","50346","51347","60246","53395","60248","100440","100442","57493","58450","100444","61739","61767","62588","100456","100458","100461","100467","67799","68962","69846","100469","100483","100486","100489","100491","76537","100506","78585","79609","100508","100509","82893","100511","100513","100515","86984","88008","89032","100518","91080","100520","100522","94152","95229","96261","100528","98330","99342","101485","101498","140384","140411","140413","105825","107055","140415","140436","110127","140443","112582","140448","140449","140462","116680","140463","118789","119750","121951","121953","180353","124011","125280","126179","140474","128354","180360","130402","180371","180374","140476","134491","135523","136544","137570","160321","160323","142076","142088","143100","144123","145299","180377","147329","180379","149329","160330","151395","152479","160332","154509","160334","156564","180381","180384","180387","180406","180417","163168","164297","180389","166343","180419","168393","169827","180421","171874","172722","173920","174947","180391","180436","178019","180393","180065","181987","181990","240436","184285","240456","186827","240459","188873","240461","191124","240464","193789","194196","240478","197065","240481","199113","200137","202183","202206","240483","204438","240496","206505","207554","208737","209761","210788","240512","212835","240515","240521","240524","240535","218570","240537","220617","240540","240557","224097","225123","226148","227086","228343","229382","230406","231433","240576","240579","240581","240583","236619","237923","240597","240176","300394","300406","300432","280465","245499","246609","247746","248791","280478","300434","251912","280481","254102","255741","256765","257789","258813","300437","261063","300440","300443","264049","265079","280484","267139","300458","269189","270219","271239","280496","280523","274309","275399","280530","300461","280533","279500","280520","282777","282790","300464","300476","286051","287280","288302","300503","300507","291377","300510","293448","300512","300527","296495","297536","300533","299773","300797","320380","320383","303869","304893","305937","306941","307962","308990","310014","310942","312059","314109","320398","315241","316287","320401","318817","340411","320868","323121","323146","324142","325169","326192","340414","328241","329263","340424","340436","332540","340439","340456","335891","460640","460686","460741","381671","342647","342659","343804","460745","346076","347097","460766","460770","350564","351438","352835","381674","354879","381689","356911","357955","381702","360187","460773","460830","460834","364441","460862","460866","367519","368539","381739","381742","371644","381745","373911","374728","375708","381759","377802","381762","379856","400465","383341","383366","460869","385381","400469","400472","388552","460932","400486","400496","460936","393979","395007","460972","400537","398084","461041","400124","401151","403197","403227","404219","461045","406473","460786","460840","461049","410559","460843","460886","460944","414668","415710","416713","461053","418868","461112","421013","421949","424011","424078","425051","460947","460951","428300","429343","430376","431459","460955","461020","435762","461024","461117","438937","461032","461151","442005","443237","461161","445285","461066","447536","448562","449586","450491","451588","452627","454523","455525","456691","461122","461186","459621","461130","500485","463735","463766","500632","465781","500638","468017","469040","470064","471088","472114","473136","474160","480552","476310","500642","500767","500672","480361","481945","483993","484010","485190","486269","500771","500775","489542","490749","500807","494028","494022","500789","496133","497097","500795","500798","500130","520615","520619","503229","504275","505427","506723","507749","508774","520639","511229","520643","513277","514508","520656","516578","560782","518604","560806","520517","521674","524132","524150","525158","526387","527408","528690","530046","560861","532937","533806","560869","560874","537651","538672","539699","540927","560886","560906","560966","545157","560971","547323","560975","560996","550627","551987","554055","554035","561073","561081","557332","580496","580562","580570","561840","563890","563974","565091","565979","580585","568163","569117","580590","580594","580626","573260","574288","575539","580734","578114","579224","580213","0","0","0","584960","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Request sizes"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
