10,1000.305085,1,3000
20,1055.856892,0.965254237,2895.762711
30,1054.938009,0.902259887,2706.779661
40,1160.772638,0.861016949,2583.050847
50,1124.070686,0.815254237,2445.762711
75,1192.697665,0.551638418,1654.915254
100,1288.133289,0.511186441,1533.559323
125,2292.362604,0.406101695,1218.305085
150,2969.842587,0.17299435,518.98305
