0,0.212605042,0.207043109
1000,0.776470588,0.746205222
2000,0.884313725,0.780510018
3000,0.895798319,0.786581664
4000,0.900840336,0.792956891
5000,0.906442577,0.800546448
6000,0.911204482,0.810868245
7000,0.915686275,0.81815422
8000,0.919887955,0.82483303
9000,0.924929972,0.830297511
10000,0.931372549,0.836976321
11000,0.936414566,0.84486946
12000,0.941176471,0.855191257
13000,0.945658263,0.864905889
14000,0.950980392,0.87431694
15000,0.956582633,0.881906497
16000,0.962184874,0.889192471
17000,0.966106443,0.896782028
18000,0.970868347,0.906800243
19000,0.975070028,0.914693382
20000,0.982072829,0.920765027
21000,0.988235294,0.928658166
22000,0.991316527,0.936854888
23000,0.993277311,0.941408622
24000,0.994117647,0.945051609
25000,0.994397759,0.947783849
26000,0.994677871,0.950819672
27000,0.994677871,0.952337583
28000,0.994957983,0.955676988
29000,0.995238095,0.956891318
30000,0.995238095,0.958712811
31000,0.995798319,0.961141469
32000,0.996638655,0.962659381
33000,0.99719888,0.964480874
34000,0.99719888,0.967516697
35000,0.99719888,0.969945355
36000,0.997478992,0.972070431
37000,0.998319328,0.974195507
38000,0.998879552,0.976320583
39000,0.998879552,0.979052823
40000,0.999439776,0.981177899
41000,0.999439776,0.982999393
42000,0.999439776,0.985428051
43000,0.999719888,0.98664238
44000,0.999719888,0.987553127
45000,0.999719888,0.988767456
46000,0.999719888,0.989071038
47000,0.999719888,0.989374621
48000,1,0.989678203
,,0.990285367
,,0.990892532
,,0.991499696
,,0.991499696
,,0.991499696
,,0.991803279
,,0.992106861
,,0.992714026
,,0.993017608
,,0.993624772
,,0.993928355
,,0.994535519
,,0.995142684
,,0.99605343
,,0.996964177
,,0.997874924
,,0.998482089
,,0.998785671
,,0.999392835
,,0.999392835
,,0.999392835
,,0.999392835
,,0.999392835
,,0.999392835
,,0.999392835
,,0.999392835
,,0.999392835
,,0.999392835
,,0.999392835
,,0.999696418
,,0.999696418
,,0.999696418
,,0.999696418
,,0.999696418
,,0.999696418
,,0.999696418
,,0.999696418
,,0.999696418
,,1
