time,p2p 0.1d %,p2p 0.2d %,p2p 0.3d %,p2p 0.4d %,p2p 0.5d %,p2p 0.8d %,,cs 0.1d %,cs 0.2d %,cs 0.3d %,cs 0.4d %,cs 0.5d %
174000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.826608187,0.218373494,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.846679688
175000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.826608187,0.218373494,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.846679688
176000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.82748538,0.218373494,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.846679688
177000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.828070175,0.218373494,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.847005208
178000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.828362573,0.218373494,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.847330729
179000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.828654971,0.218373494,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.84765625
180000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.828947368,0.218373494,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.847981771
181000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.829239766,0.218373494,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.848632813
182000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.829824561,0.218373494,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.849283854
183000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.830409357,0.218373494,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.849934896
184000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.830994152,0.218373494,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.850260417
185000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.830994152,0.218373494,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.850260417
186000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.83128655,0.218373494,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.850585938
187000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.83128655,0.218373494,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.850911458
188000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.83128655,0.218373494,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.851236979
189000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.831578947,0.218373494,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.8515625
190000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.831871345,0.218373494,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.851888021
191000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.832163743,0.218373494,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.851888021
192000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.832163743,0.218373494,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.852213542
193000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.832163743,0.218373494,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.852213542
194000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.832163743,0.218373494,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.852539063
195000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.83245614,0.218373494,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.852864583
196000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.83245614,0.218373494,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.852864583
197000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.832748538,0.218373494,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.853190104
198000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.832748538,0.218373494,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.853190104
199000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.832748538,0.218373494,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.853190104
200000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.832748538,0.218373494,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.853190104
201000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.832748538,0.218373494,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.853190104
202000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.833040936,0.218373494,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.853190104
203000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.833040936,0.218875502,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.853190104
204000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.833333333,0.21937751,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.853190104
205000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.833625731,0.21937751,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.853190104
206000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.833918129,0.219879518,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.853190104
207000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.834210526,0.220381526,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.853190104
208000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.834210526,0.220883534,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.853190104
209000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.834210526,0.221385542,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.853190104
210000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.834502924,0.22188755,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.853190104
211000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.834795322,0.222389558,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.853190104
212000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.835087719,0.222891566,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.853190104
213000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.835380117,0.223393574,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.853190104
214000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.835672515,0.223895582,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.853190104
215000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.835672515,0.223895582,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.853190104
216000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.835672515,0.22439759,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.853190104
217000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.835672515,0.224899598,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.853190104
218000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.835672515,0.225401606,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.853515625
219000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.835964912,0.225903614,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.853515625
220000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.835964912,0.225903614,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.853841146
221000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.83625731,0.226405622,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.853841146
222000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.83625731,0.226907631,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.853841146
223000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.83625731,0.227409639,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.853841146
224000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.836549708,0.227911647,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.853841146
225000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.836842105,0.228413655,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.853841146
226000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.837134503,0.228413655,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.854166667
227000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.837134503,0.228915663,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.854492188
228000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.837134503,0.229417671,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.854492188
229000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.837426901,0.229417671,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.854492188
230000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.837719298,0.229417671,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.854492188
231000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.837719298,0.229919679,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.854817708
232000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.838011696,0.229919679,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.85546875
233000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.838304094,0.230421687,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.855794271
234000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.838304094,0.230421687,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.855794271
235000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.838304094,0.230421687,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.856119792
236000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.838304094,0.230923695,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.856770833
237000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.838596491,0.230923695,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.857421875
238000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.838596491,0.230923695,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.857747396
239000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.838596491,0.231425703,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.858398438
240000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,0.838888889,0.231425703,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.858398438
241000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.231425703,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.858398438
242000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.231425703,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.859049479
243000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.231927711,,0.765861027,-0.105340376,-0.132435466,-0.172526042,0.859700521
244000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.232429719,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
245000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.232931727,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
246000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.232931727,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
247000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.232931727,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
248000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.233433735,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
249000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.233433735,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
250000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.233935743,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
251000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.234437751,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
252000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.234939759,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
253000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.235441767,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
254000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.235943775,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
255000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.236445783,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
256000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.236445783,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
257000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.236445783,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
258000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.236947791,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
259000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.237449799,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
260000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.237951807,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
261000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.238453815,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
262000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.239457831,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
263000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.240461847,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
264000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.240963855,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
265000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.241465863,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
266000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.241967871,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
267000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.242971888,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
268000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.243473896,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
269000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.243975904,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
270000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.24497992,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
271000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.245481928,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
272000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.246987952,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
273000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.248493976,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
274000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.249497992,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
275000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.250502008,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
276000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.251506024,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
277000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.251506024,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
278000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.251506024,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
279000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.25251004,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
280000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.253514056,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
281000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.254016064,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
282000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.254518072,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
283000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.255522088,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
284000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.256526104,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
285000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.25753012,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
286000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.258534137,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
287000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.259036145,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
288000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.260040161,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
289000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.261044177,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
290000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.261546185,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
291000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.262550201,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
292000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.263554217,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
293000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.264558233,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
294000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.265562249,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
295000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.266566265,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
296000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.267068273,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
297000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.268072289,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
298000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.268574297,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
299000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.269578313,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
300000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.270080321,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
301000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.270582329,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
302000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.271084337,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
303000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.271586345,,0.765861027,-0.105340376,-0.132435466,-0.172526042,-0.140299479
304000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.272088353,,,,,,
305000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.272590361,,,,,,
306000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.273092369,,,,,,
307000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.273594378,,,,,,
308000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.274096386,,,,,,
309000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.274598394,,,,,,
310000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.275100402,,,,,,
311000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.27560241,,,,,,
312000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.276606426,,,,,,
313000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.277610442,,,,,,
314000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.278614458,,,,,,
315000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.279618474,,,,,,
316000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.28062249,,,,,,
317000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.281626506,,,,,,
318000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.282128514,,,,,,
319000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.282630522,,,,,,
320000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.283634538,,,,,,
321000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.284638554,,,,,,
322000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.285140562,,,,,,
323000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.28564257,,,,,,
324000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.286144578,,,,,,
325000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.286646586,,,,,,
326000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.286646586,,,,,,
327000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.286646586,,,,,,
328000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.287148594,,,,,,
329000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.287650602,,,,,,
330000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.28815261,,,,,,
331000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.288654618,,,,,,
332000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.289156627,,,,,,
333000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.289658635,,,,,,
334000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.290160643,,,,,,
335000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.290662651,,,,,,
336000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.290662651,,,,,,
337000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.290662651,,,,,,
338000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.291164659,,,,,,
339000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.291164659,,,,,,
340000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.291164659,,,,,,
341000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.291164659,,,,,,
342000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.291666667,,,,,,
343000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.292168675,,,,,,
344000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.292670683,,,,,,
345000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
346000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
347000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
348000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
349000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
350000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
351000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
352000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
353000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
354000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
355000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
356000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
357000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
358000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
359000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
360000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
361000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
362000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
363000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
364000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
365000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
366000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
367000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
368000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
369000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
370000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
371000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
372000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
373000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
374000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
375000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
376000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
377000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
378000,-0.212605042,-0.207043109,-0.16408046,-0.124126984,-0.161111111,0.293172691,,,,,,
