0,,,,,,,,,,
1000,21.2605042,20.70431087,16.40804598,12.41269841,16.11111111,23.41389728,10.53403756,13.24354658,17.25260417,14.02994792
2000,77.64705882,74.62052216,67.90229885,53.65079365,47.22222222,85.95166163,71.77230047,63.91694725,51.88802083,41.89453125
3000,88.43137255,78.05100182,71.12068966,57.01587302,50.93567251,89.57703927,76.81924883,66.80695847,56.54296875,44.82421875
4000,89.57983193,78.65816636,71.6954023,57.77777778,51.60818713,89.87915408,77.96361502,67.64870932,57.64973958,45.67057292
5000,90.08403361,79.29568913,72.67241379,58.53968254,52.36842105,90.33232628,79.342723,68.68686869,58.85416667,46.58203125
6000,90.6442577,80.05464481,73.50574713,59.9047619,53.0994152,90.63444109,80.72183099,69.58473625,60.38411458,47.36328125
7000,91.12044818,81.08682453,74.65517241,61.20634921,53.97660819,90.93655589,81.89553991,70.67901235,61.5234375,48.2421875
8000,91.56862745,81.81542198,75.8045977,62.66666667,54.59064327,91.3897281,82.89319249,71.94163861,62.95572917,49.0234375
9000,91.98879552,82.48330298,76.72413793,64.03174603,55.26315789,91.6918429,84.03755869,72.75533109,63.80208333,49.93489583
10000,92.4929972,83.02975106,77.5862069,65.11111111,56.25730994,92.44712991,85.26995305,73.65319865,64.87630208,50.9765625
11000,93.1372549,83.69763206,78.36206897,66.31746032,57.25146199,92.59818731,86.59037559,74.6352413,66.04817708,51.85546875
12000,93.64145658,84.48694596,79.42528736,67.26984127,58.2748538,93.35347432,87.8814554,75.75757576,67.1875,53.02734375
13000,94.11764706,85.51912568,80.48850575,68.34920635,58.85964912,93.35347432,88.93779343,76.99214366,68.45703125,53.90625
14000,94.56582633,86.49058895,81.6954023,69.52380952,59.41520468,93.80664653,89.81807512,78.47923681,69.88932292,54.8828125
15000,95.09803922,87.43169399,83.27586207,70.53968254,60.23391813,93.80664653,90.49295775,79.37710438,70.99609375,55.76171875
16000,95.65826331,88.19064967,84.1091954,71.71428571,61.11111111,94.56193353,91.40258216,80.58361392,71.80989583,56.77083333
17000,96.21848739,88.91924712,85.25862069,72.57142857,61.6374269,95.16616314,91.98943662,81.5375982,73.37239583,57.64973958
18000,96.61064426,89.67820279,86.35057471,73.58730159,62.28070175,95.31722054,92.51760563,82.68799102,74.64192708,58.49609375
19000,97.08683473,90.68002429,87.27011494,74.66666667,62.86549708,95.92145015,93.19248826,83.92255892,75.78125,59.21223958
20000,97.5070028,91.46933819,88.27586207,75.77777778,63.62573099,96.37462236,93.86737089,84.84848485,77.27864583,60.15625
21000,98.20728291,92.07650273,89.33908046,76.6984127,64.35672515,96.82779456,94.60093897,86.02693603,78.64583333,61.23046875
22000,98.82352941,92.86581664,90.45977011,77.74603175,65.05847953,97.28096677,95.18779343,87.17732884,79.94791667,62.01171875
23000,99.13165266,93.68548877,91.37931034,78.92063492,65.52631579,97.88519637,95.42253521,88.15937149,81.08723958,62.79296875
24000,99.32773109,94.14086217,91.81034483,79.87301587,66.19883041,97.88519637,95.71596244,88.72053872,81.60807292,63.54166667
25000,99.41176471,94.5051609,92.15517241,80.63492063,66.84210526,97.88519637,96.06807512,89.14141414,82.19401042,64.38802083
26000,99.43977591,94.77838494,92.55747126,81.20634921,67.45614035,98.03625378,96.3028169,89.39393939,82.97526042,65.07161458
27000,99.46778711,95.08196721,92.87356322,81.74603175,67.89473684,98.18731118,96.47887324,89.67452301,83.59375,65.75520833
28000,99.46778711,95.23375835,93.18965517,82.25396825,68.39181287,98.48942598,96.65492958,90.09539843,84.375,66.40625
29000,99.49579832,95.56769885,93.50574713,82.79365079,68.74269006,98.79154079,96.77230047,90.51627385,84.92838542,67.12239583
30000,99.52380952,95.68913175,93.79310345,83.36507937,69.03508772,98.79154079,96.97769953,90.85297419,85.64453125,67.74088542
31000,99.52380952,95.87128112,94.1091954,84.03174603,69.29824561,98.94259819,97.27112676,91.07744108,86.16536458,68.45703125
32000,99.57983193,96.11414693,94.36781609,84.44444444,69.70760234,98.94259819,97.35915493,91.41414141,86.58854167,68.97786458
33000,99.66386555,96.26593807,94.62643678,84.88888889,70.26315789,98.94259819,97.56455399,91.80695847,87.20703125,69.56380208
34000,99.71988796,96.44808743,94.9137931,85.36507937,70.70175439,98.94259819,97.62323944,92.14365881,87.63020833,70.08463542
35000,99.71988796,96.7516697,95.25862069,86,71.08187135,99.09365559,97.88732394,92.39618406,88.15104167,70.5078125
36000,99.71988796,96.99453552,95.51724138,86.76190476,71.6374269,99.09365559,97.97535211,92.59259259,88.671875,70.80078125
37000,99.74789916,97.20704311,95.74712644,87.3015873,72.16374269,99.39577039,98.15140845,92.78900112,89.16015625,71.38671875
38000,99.83193277,97.4195507,96.06321839,87.80952381,72.57309942,99.6978852,98.38615023,92.98540965,89.55078125,72.10286458
39000,99.88795518,97.63205829,96.40804598,88.53968254,72.98245614,99.6978852,98.4741784,93.32210999,90.16927083,72.81901042
40000,99.88795518,97.90528233,96.81034483,89.26984127,73.39181287,99.8489426,98.73826291,93.68686869,90.72265625,73.27473958
41000,99.94397759,98.11778992,97.18390805,89.80952381,73.77192982,99.8489426,98.82629108,93.9674523,91.2109375,73.86067708
42000,99.94397759,98.29993928,97.5862069,90.53968254,74.21052632,100,98.97300469,94.38832772,91.82942708,74.51171875
43000,99.94397759,98.5428051,97.78735632,90.92063492,74.73684211,,99.17840376,94.66891134,92.15494792,75.06510417
44000,99.9719888,98.66423801,97.87356322,91.14285714,75.11695906,,99.26643192,94.92143659,92.44791667,75.81380208
45000,99.9719888,98.75531269,97.95977011,91.58730159,75.55555556,,99.35446009,95.31425365,92.7734375,76.49739583
46000,99.9719888,98.8767456,98.04597701,91.84126984,75.78947368,,99.44248826,95.51066218,93.06640625,76.82291667
47000,99.9719888,98.90710383,98.16091954,92.03174603,76.14035088,,99.44248826,95.81930415,93.29427083,77.08333333
48000,99.9719888,98.93746205,98.2183908,92.19047619,76.52046784,,99.47183099,96.01571268,93.48958333,77.57161458
49000,100,98.96782028,98.24712644,92.41269841,76.8128655,,99.53051643,96.2962963,93.71744792,77.9296875
50000,,99.02853673,98.3908046,92.57142857,77.22222222,,99.6185446,96.4365881,93.9453125,78.28776042
51000,,99.08925319,98.44827586,92.79365079,77.54385965,,99.64788732,96.68911336,94.17317708,78.64583333
52000,,99.14996964,98.50574713,92.95238095,77.89473684,,99.70657277,96.85746352,94.40104167,78.90625
53000,,99.14996964,98.53448276,93.20634921,78.24561404,,99.70657277,97.05387205,94.59635417,79.296875
54000,,99.14996964,98.56321839,93.3968254,78.62573099,,99.70657277,97.36251403,94.69401042,79.6875
55000,,99.18032787,98.62068966,93.58730159,78.94736842,,99.70657277,97.50280584,94.85677083,79.8828125
56000,,99.2106861,98.62068966,93.77777778,79.26900585,,99.76525822,97.5308642,94.98697917,80.2734375
57000,,99.27140255,98.62068966,93.9047619,79.53216374,,99.82394366,97.72727273,95.18229167,80.53385417
58000,,99.30176078,98.67816092,94.0952381,79.70760234,,99.91197183,98.00785634,95.37760417,80.92447917
59000,,99.36247723,98.76436782,94.34920635,79.97076023,,99.94131455,98.31649832,95.5078125,81.25
60000,,99.39283546,98.82183908,94.63492063,80.26315789,,99.97065728,98.56902357,95.76822917,81.640625
61000,,99.45355191,98.90804598,94.92063492,80.49707602,,99.97065728,98.68125701,96.06119792,81.99869792
62000,,99.51426837,98.99425287,95.20634921,80.67251462,,99.97065728,98.73737374,96.35416667,82.421875
63000,,99.60534305,99.02298851,95.36507937,80.96491228,,99.97065728,98.82154882,96.484375,82.84505208
64000,,99.69641773,99.05172414,95.3968254,81.16959064,,99.97065728,98.96184063,96.61458333,83.23567708
65000,,99.78749241,99.1091954,95.49206349,81.34502924,,100,99.01795735,96.74479167,83.62630208
66000,,99.84820886,99.13793103,95.49206349,81.6374269,,,99.07407407,96.90755208,84.04947917
67000,,99.87856709,99.22413793,95.55555556,82.10526316,,,99.15824916,97.10286458,84.5703125
68000,,99.93928355,99.2816092,95.61904762,82.42690058,,,99.21436588,97.20052083,84.9609375
69000,,99.93928355,99.31034483,95.77777778,82.77777778,,,99.24242424,97.29817708,85.48177083
70000,,99.93928355,99.33908046,95.9047619,82.92397661,,,99.2704826,97.39583333,85.83984375
71000,,99.93928355,99.36781609,95.96825397,83.15789474,,,99.29854097,97.55859375,86.36067708
72000,,99.93928355,99.39655172,96,83.3625731,,,99.38271605,97.65625,86.75130208
73000,,99.93928355,99.45402299,96.06349206,83.68421053,,,99.46689113,97.72135417,87.07682292
74000,,99.93928355,99.54022989,96.0952381,83.91812865,,,99.46689113,97.72135417,87.56510417
75000,,99.93928355,99.56896552,96.19047619,84.21052632,,,99.49494949,97.94921875,88.02083333
76000,,99.93928355,99.62643678,96.22222222,84.44444444,,,99.52300786,97.94921875,88.37890625
77000,,99.93928355,99.62643678,96.31746032,84.8245614,,,99.60718294,98.2421875,88.73697917
78000,,99.93928355,99.62643678,96.44444444,85.11695906,,,99.6352413,98.4375,89.12760417
79000,,99.96964177,99.65517241,96.47619048,85.55555556,,,99.6352413,98.50260417,89.453125
80000,,99.96964177,99.71264368,96.57142857,85.84795322,,,99.69135802,98.6328125,89.68098958
81000,,99.96964177,99.74137931,96.66666667,86.05263158,,,99.77553311,98.79557292,89.90885417
82000,,99.96964177,99.79885057,96.6984127,86.22807018,,,99.77553311,98.92578125,90.13671875
